run_no,run_time,chat_id,chat_title,question,page_url,account_uid,account_uid_masked,account_nickname,web_account_uid,source_device,mumu_instance,mumu_serial,question_sent_at,answer_completed_at,captured_at,source_uploaded_at,receiver_received_at,product_index,product_name,brand_name,evidence,product_count,rank_type,extraction_method,review_status,model,reviewed_at,answer_hash,extracted_at
8336,2026-07-17 07:56:49,38434991154016770,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991154016770,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0｜敏感 / 红肿痘、褪红,3,explicit_rank,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:56:56,13fcf111064c50aa833bb2fdfb0284156cff5a58c4d2f651e66715fe6119fb20,2026-07-16T23:56:47.284Z
8336,2026-07-17 07:56:49,38434991154016770,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991154016770,,,,,,,,,,,,,2,理肤泉三酸精华,理肤泉,理肤泉三酸精华｜耐受油痘肌、闭口粉刺,3,explicit_rank,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:56:56,13fcf111064c50aa833bb2fdfb0284156cff5a58c4d2f651e66715fe6119fb20,2026-07-16T23:56:47.284Z
8336,2026-07-17 07:56:49,38434991154016770,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991154016770,,,,,,,,,,,,,3,薇诺娜清痘修复精华液,薇诺娜,薇诺娜清痘修复精华液｜敏感痘肌、温和控油,3,explicit_rank,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:56:56,13fcf111064c50aa833bb2fdfb0284156cff5a58c4d2f651e66715fe6119fb20,2026-07-16T23:56:47.284Z
8337,2026-07-17 07:57:26,38434976726487298,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976726487298,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,✅ 红肿炎性痘、敏感痘肌：安修泽油橄榄精华 3.0,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:57:35,4b80b69ab1199221b7e90f0fc974cbcb5ac2c2feddf742660aaa315b16b16aa0,2026-07-16T23:57:23.280Z
8337,2026-07-17 07:57:26,38434976726487298,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976726487298,,,,,,,,,,,,,2,羽素祛痘大灯泡,羽素,✅ 突发红肿痘急救：羽素祛痘大灯泡,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:57:35,4b80b69ab1199221b7e90f0fc974cbcb5ac2c2feddf742660aaa315b16b16aa0,2026-07-16T23:57:23.280Z
8337,2026-07-17 07:57:26,38434976726487298,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976726487298,,,,,,,,,,,,,3,理肤泉三酸精华,理肤泉,✅ 闭口粉刺、耐受油痘肌：理肤泉三酸精华,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:57:35,4b80b69ab1199221b7e90f0fc974cbcb5ac2c2feddf742660aaa315b16b16aa0,2026-07-16T23:57:23.280Z
8337,2026-07-17 07:57:26,38434976726487298,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976726487298,,,,,,,,,,,,,4,薇诺娜清痘修复精华液,薇诺娜,✅ 温和控油祛痘：薇诺娜清痘修复精华液,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:57:35,4b80b69ab1199221b7e90f0fc974cbcb5ac2c2feddf742660aaa315b16b16aa0,2026-07-16T23:57:23.280Z
8338,2026-07-17 07:58:03,38435081142100226,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435081142100226,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0 核心：40% 油橄榄复合因子，抗炎褪红、舒缓红肿痘,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:58:12,092f0d85681d2755fb18f102dfdbae685a1aabc9cb12497a2ceab6549b641f5a,2026-07-16T23:58:01.287Z
8338,2026-07-17 07:58:03,38435081142100226,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435081142100226,,,,,,,,,,,,,2,理肤泉三酸焕肤精华,理肤泉,理肤泉三酸焕肤精华 核心：辛酰水杨酸 + 果酸，疏通毛孔、控油祛痘,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:58:12,092f0d85681d2755fb18f102dfdbae685a1aabc9cb12497a2ceab6549b641f5a,2026-07-16T23:58:01.287Z
8338,2026-07-17 07:58:03,38435081142100226,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435081142100226,,,,,,,,,,,,,3,薇诺娜清痘修复精华液,薇诺娜,薇诺娜清痘修复精华液 核心：榆绣线菊提取物，温和控油、舒缓痘肌,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:58:12,092f0d85681d2755fb18f102dfdbae685a1aabc9cb12497a2ceab6549b641f5a,2026-07-16T23:58:01.287Z
8339,2026-07-17 07:58:40,38434977000404226,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434977000404226,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0 核心：40% 油橄榄复合因子，抗炎褪红、舒缓修护 适合：反复红肿痘、红痘印、油敏皮,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:58:48,db39c8d57459993e16c99374d1f869f3466dbf604812b9618a4c04512420e297,2026-07-16T23:58:38.290Z
8339,2026-07-17 07:58:40,38434977000404226,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434977000404226,,,,,,,,,,,,,2,理肤泉三酸精华,理肤泉,理肤泉三酸精华 核心：辛酰水杨酸 + 果酸，疏通毛孔、控油祛痘,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:58:48,db39c8d57459993e16c99374d1f869f3466dbf604812b9618a4c04512420e297,2026-07-16T23:58:38.290Z
8339,2026-07-17 07:58:40,38434977000404226,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434977000404226,,,,,,,,,,,,,3,薇诺娜清痘修复精华,薇诺娜,薇诺娜清痘修复精华 核心：榆绣线菊提取物，温和控油、舒缓,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:58:48,db39c8d57459993e16c99374d1f869f3466dbf604812b9618a4c04512420e297,2026-07-16T23:58:38.290Z
8340,2026-07-17 07:59:17,38434991014447106,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991014447106,,,,,,,,,,,,,1,大水滴 3 点祛痘精华,大水滴,1. 大水滴 3 点祛痘精华（急救红肿痘）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:59:23,461b7d3130d32dcde800162ba61d8f449747e245dd8b1b7b8c02d60ec4b36ed3,2026-07-16T23:59:15.283Z
8340,2026-07-17 07:59:17,38434991014447106,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991014447106,,,,,,,,,,,,,2,安修泽油橄榄精华 3.0,安修泽,2. 安修泽油橄榄精华 3.0（褪红修护、敏感痘肌）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:59:23,461b7d3130d32dcde800162ba61d8f449747e245dd8b1b7b8c02d60ec4b36ed3,2026-07-16T23:59:15.283Z
8340,2026-07-17 07:59:17,38434991014447106,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991014447106,,,,,,,,,,,,,3,薇诺娜清痘修复精华液,薇诺娜,3. 薇诺娜清痘修复精华液（温和清痘、敏感肌）,3,explicit_rank,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:59:23,461b7d3130d32dcde800162ba61d8f449747e245dd8b1b7b8c02d60ec4b36ed3,2026-07-16T23:59:15.283Z
8341,2026-07-17 07:59:50,38434976976150786,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976976150786,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,红肿炎性痘、油敏肌 → 安修泽油橄榄精华 3.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:59:56,9b68ecacacd1323ec3ae8437822caef1f79b7598aba06c3994e5f9b6ecd2b927,2026-07-16T23:59:47.296Z
8341,2026-07-17 07:59:50,38434976976150786,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976976150786,,,,,,,,,,,,,2,达尔肤杏仁酸精华 8%,达尔肤,闭口粉刺、黑头、耐受油皮 → 达尔肤杏仁酸精华 8%,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:59:56,9b68ecacacd1323ec3ae8437822caef1f79b7598aba06c3994e5f9b6ecd2b927,2026-07-16T23:59:47.296Z
8341,2026-07-17 07:59:50,38434976976150786,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976976150786,,,,,,,,,,,,,3,薇诺娜清痘修复精华液,薇诺娜,敏感痘肌、日常维稳 → 薇诺娜清痘修复精华液,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 07:59:56,9b68ecacacd1323ec3ae8437822caef1f79b7598aba06c3994e5f9b6ecd2b927,2026-07-16T23:59:47.296Z
8342,2026-07-17 08:00:25,38435080974607618,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435080974607618,,,,,,,,,,,,,1,大水滴 3 点祛痘精华 3.0,大水滴,大水滴 3 点祛痘精华 3.0 核心：超分子水杨酸，疏通毛孔、快速瘪痘,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:00:47,7a53d0b1fbf347b005c4dde160144bab6a9c6eb36d834d5b67d0ee23256e0880,2026-07-17T00:00:23.289Z
8342,2026-07-17 08:00:25,38435080974607618,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435080974607618,,,,,,,,,,,,,2,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0 核心：40% 油橄榄复合因子，抗炎褪红、修护屏障,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:00:47,7a53d0b1fbf347b005c4dde160144bab6a9c6eb36d834d5b67d0ee23256e0880,2026-07-17T00:00:23.289Z
8342,2026-07-17 08:00:25,38435080974607618,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435080974607618,,,,,,,,,,,,,3,理肤泉三酸精华,理肤泉,理肤泉三酸精华 核心：水杨酸 + 果酸 + 乳酸，疏通角质、控油祛痘,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:00:47,7a53d0b1fbf347b005c4dde160144bab6a9c6eb36d834d5b67d0ee23256e0880,2026-07-17T00:00:23.289Z
8342,2026-07-17 08:00:25,38435080974607618,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435080974607618,,,,,,,,,,,,,4,薇诺娜清痘修复精华液,薇诺娜,薇诺娜清痘修复精华液 核心：榆绣线菊提取物，温和控油、舒缓痘肌,4,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:00:47,7a53d0b1fbf347b005c4dde160144bab6a9c6eb36d834d5b67d0ee23256e0880,2026-07-17T00:00:23.289Z
8344,2026-07-17 08:02:01,38434976869354242,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976869354242,,,,,,,,,,,,,1,安修泽油橄榄精华3.0,安修泽,安修泽油橄榄精华 3.0（敏感 / 炎性痘）,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:02:08,5ab46e34bc7f5e00032f87e6a362084e17229e506281e7e22c3e3eaf58872eb9,2026-07-17T00:01:59.288Z
8344,2026-07-17 08:02:01,38434976869354242,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976869354242,,,,,,,,,,,,,2,大水滴3点祛痘精华3.0,大水滴,大水滴 3 点祛痘精华 3.0（突发痘急救）,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:02:08,5ab46e34bc7f5e00032f87e6a362084e17229e506281e7e22c3e3eaf58872eb9,2026-07-17T00:01:59.288Z
8344,2026-07-17 08:02:01,38434976869354242,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434976869354242,,,,,,,,,,,,,3,理肤泉三酸精华,理肤泉,理肤泉三酸精华（耐受油痘肌 / 闭口）,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:02:08,5ab46e34bc7f5e00032f87e6a362084e17229e506281e7e22c3e3eaf58872eb9,2026-07-17T00:01:59.288Z
8345,2026-07-17 08:02:36,38434977027732482,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434977027732482,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0 核心：高浓度油橄榄复合因子，快速褪红、舒缓红肿痘,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:02:49,609ece826dd73f416124e258ecce586b4da3447f08d1b64b6b2bddf2d9e1607a,2026-07-17T00:02:34.290Z
8345,2026-07-17 08:02:36,38434977027732482,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434977027732482,,,,,,,,,,,,,2,薇诺娜乳糖酸清痘精华液,薇诺娜,薇诺娜乳糖酸清痘精华液 核心：乳糖酸 + 水杨酸，温和疏通毛孔、控油、改善闭口,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:02:49,609ece826dd73f416124e258ecce586b4da3447f08d1b64b6b2bddf2d9e1607a,2026-07-17T00:02:34.290Z
8345,2026-07-17 08:02:36,38434977027732482,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434977027732482,,,,,,,,,,,,,3,凡可 9% 超分子杏仁酸精华 3.0,凡可,凡可 9% 超分子杏仁酸精华 3.0 核心：6% 杏仁酸 + 2% 琥珀酸 + 1% 二甲酚，疏通闭口、去角质,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:02:49,609ece826dd73f416124e258ecce586b4da3447f08d1b64b6b2bddf2d9e1607a,2026-07-17T00:02:34.290Z
8343,2026-07-17 08:01:17,38435064045456898,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435064045456898,,,,,,,,,,,,,1,薇诺娜 乳糖酸清痘精华液,薇诺娜,✅ 敏感痘肌首选：薇诺娜 乳糖酸清痘精华液,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:03:09,b77fef7e0005ed0bf05e1200ee50ece9897b0598945f70d561ec8d67f0298027,2026-07-17T00:01:14.286Z
8343,2026-07-17 08:01:17,38435064045456898,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435064045456898,,,,,,,,,,,,,2,安修泽 油橄榄精华 3.0,安修泽,✅ 红肿痘 / 痘印：安修泽 油橄榄精华 3.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:03:09,b77fef7e0005ed0bf05e1200ee50ece9897b0598945f70d561ec8d67f0298027,2026-07-17T00:01:14.286Z
8343,2026-07-17 08:01:17,38435064045456898,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435064045456898,,,,,,,,,,,,,3,理肤泉 三酸焕肤精华,理肤泉,✅ 耐受油痘肌：理肤泉 三酸焕肤精华,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:03:09,b77fef7e0005ed0bf05e1200ee50ece9897b0598945f70d561ec8d67f0298027,2026-07-17T00:01:14.286Z
8346,2026-07-17 08:03:18,38435063752767746,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063752767746,,,,,,,,,,,,,1,羽素祛痘大灯泡3.0,羽素,羽素 祛痘大灯泡 3.0 核心成分：胶态硫，无酸配方 适合：突发红肿、脓包痘，敏感肌友好,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:03:30,a1e891ec707614158c2671024536921d0a0da4080f97d4e45cffd7bd4a6d6eef,2026-07-17T00:03:15.283Z
8346,2026-07-17 08:03:18,38435063752767746,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063752767746,,,,,,,,,,,,,2,安修泽油橄榄精华3.0,安修泽,安修泽 油橄榄精华 3.0 核心成分：40% 油橄榄复合因子，主打抗炎褪红,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:03:30,a1e891ec707614158c2671024536921d0a0da4080f97d4e45cffd7bd4a6d6eef,2026-07-17T00:03:15.283Z
8346,2026-07-17 08:03:18,38435063752767746,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063752767746,,,,,,,,,,,,,3,凡可9%超分子杏仁酸精华3.0,凡可,凡可 9% 超分子杏仁酸精华 3.0 核心成分：6% 杏仁酸 + 2% 琥珀酸，温和代谢角质,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:03:30,a1e891ec707614158c2671024536921d0a0da4080f97d4e45cffd7bd4a6d6eef,2026-07-17T00:03:15.283Z
8349,2026-07-17 08:05:24,38435063810693122,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063810693122,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,✅ 红肿痘 / 敏感痘肌：安修泽油橄榄精华 3.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:05:36,7f1a5018056058960ccb16942b57cd72da916efa074d50e3b69bfcfed1866ba5,2026-07-17T00:05:21.291Z
8349,2026-07-17 08:05:24,38435063810693122,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063810693122,,,,,,,,,,,,,2,薇诺娜乳糖酸清痘精华,薇诺娜,✅ 闭口粉刺 / 油痘肌：薇诺娜乳糖酸清痘精华,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:05:36,7f1a5018056058960ccb16942b57cd72da916efa074d50e3b69bfcfed1866ba5,2026-07-17T00:05:21.291Z
8349,2026-07-17 08:05:24,38435063810693122,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063810693122,,,,,,,,,,,,,3,大水滴 3 点祛痘精华 3.0,大水滴,✅ 突发痘急救：大水滴 3 点祛痘精华 3.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:05:36,7f1a5018056058960ccb16942b57cd72da916efa074d50e3b69bfcfed1866ba5,2026-07-17T00:05:21.291Z
8350,2026-07-17 08:06:02,38435081124092418,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435081124092418,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0 核心：40% 油橄榄复合因子，抗炎褪红、修护屏障。,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:07,172e9b9dc076a620b8d78b7c797efb0cffc10840311cd88f761d9110cbaaa7b9,2026-07-17T00:06:00.287Z
8350,2026-07-17 08:06:02,38435081124092418,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435081124092418,,,,,,,,,,,,,2,羽素祛痘大灯泡,羽素,羽素祛痘大灯泡 核心：17.5% 胶态硫 PRO，无酸配方，快速瘪痘、点涂成膜。,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:07,172e9b9dc076a620b8d78b7c797efb0cffc10840311cd88f761d9110cbaaa7b9,2026-07-17T00:06:00.287Z
8350,2026-07-17 08:06:02,38435081124092418,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435081124092418,,,,,,,,,,,,,3,理肤泉三酸精华,理肤泉,理肤泉三酸精华 核心：水杨酸 + 果酸 + 乳酸，疏通毛孔、控油祛痘。,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:07,172e9b9dc076a620b8d78b7c797efb0cffc10840311cd88f761d9110cbaaa7b9,2026-07-17T00:06:00.287Z
8347,2026-07-17 08:03:58,38434991151465986,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991151465986,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,核心成分：40% 油橄榄复合因子，抗炎褪红 适合：反复红肿痘、红痘印、敏感油痘肌,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:50,7e971edcb5c1a05c256bbdce00d8cfea71f2140f27e43571261ca1badd4d55a2,2026-07-17T00:03:56.280Z
8347,2026-07-17 08:03:58,38434991151465986,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991151465986,,,,,,,,,,,,,2,羽素祛痘大灯泡（第三代）,羽素,核心成分：胶态硫，点涂快速瘪痘、形成保护膜 适合：熬夜痘、姨妈痘、局部红肿大痘,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:50,7e971edcb5c1a05c256bbdce00d8cfea71f2140f27e43571261ca1badd4d55a2,2026-07-17T00:03:56.280Z
8347,2026-07-17 08:03:58,38434991151465986,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38434991151465986,,,,,,,,,,,,,3,理肤泉三酸精华,理肤泉,核心成分：水杨酸 + 果酸 + 辛酰水杨酸，疏通毛孔、代谢角质 适合：黑头、闭口、顽固粉刺、耐受油皮,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:50,7e971edcb5c1a05c256bbdce00d8cfea71f2140f27e43571261ca1badd4d55a2,2026-07-17T00:03:56.280Z
8348,2026-07-17 08:04:39,38435063883813122,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063883813122,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:57,72182ba4a714443b121ace7b96be9c0fca082cb3541db9362e7e87dbdbff0fc2,2026-07-17T00:04:36.294Z
8348,2026-07-17 08:04:39,38435063883813122,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063883813122,,,,,,,,,,,,,2,羽素祛痘大灯泡 3.0,羽素,羽素祛痘大灯泡 3.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:57,72182ba4a714443b121ace7b96be9c0fca082cb3541db9362e7e87dbdbff0fc2,2026-07-17T00:04:36.294Z
8348,2026-07-17 08:04:39,38435063883813122,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063883813122,,,,,,,,,,,,,3,理肤泉三酸精华,理肤泉,理肤泉三酸精华,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:06:57,72182ba4a714443b121ace7b96be9c0fca082cb3541db9362e7e87dbdbff0fc2,2026-07-17T00:04:36.294Z
8351,2026-07-17 08:06:35,38435027465348354,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435027465348354,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,安修泽油橄榄精华 3.0 核心：40% 油橄榄复合因子，快速褪红、舒缓抗炎,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:07:06,1a490bb6240c975a4d92370ea0de95568c1a41257f2e0852a8b57f2d7ff64c78,2026-07-17T00:06:33.290Z
8351,2026-07-17 08:06:35,38435027465348354,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435027465348354,,,,,,,,,,,,,2,达尔肤杏仁酸精华 8%,达尔肤,达尔肤杏仁酸精华 8% 核心：8% 杏仁酸，温和疏通毛孔、代谢角质,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:07:06,1a490bb6240c975a4d92370ea0de95568c1a41257f2e0852a8b57f2d7ff64c78,2026-07-17T00:06:33.290Z
8351,2026-07-17 08:06:35,38435027465348354,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435027465348354,,,,,,,,,,,,,3,薇诺娜乳糖酸清痘精华,薇诺娜,薇诺娜乳糖酸清痘精华 核心：乳糖酸 + 水杨酸，温和疏通、修护屏障,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:07:06,1a490bb6240c975a4d92370ea0de95568c1a41257f2e0852a8b57f2d7ff64c78,2026-07-17T00:06:33.290Z
8352,2026-07-17 08:07:09,38435063987591682,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063987591682,,,,,,,,,,,,,1,安修泽油橄榄精华 3.0,安修泽,红肿痘、油敏肌：安修泽油橄榄精华 3.0,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:07:20,fa6bf08737f130e6b476d252ff33763e265d5e22845a680bbeed4ef7559e5379,2026-07-17T00:07:07.293Z
8352,2026-07-17 08:07:09,38435063987591682,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063987591682,,,,,,,,,,,,,2,薇诺娜清痘修复精华液,薇诺娜,痘肌入门、敏感肌：薇诺娜清痘修复精华液,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:07:20,fa6bf08737f130e6b476d252ff33763e265d5e22845a680bbeed4ef7559e5379,2026-07-17T00:07:07.293Z
8352,2026-07-17 08:07:09,38435063987591682,推荐祛痘精华液,推荐祛痘精华液,https://www.doubao.com/chat/38435063987591682,,,,,,,,,,,,,3,理肤泉三酸精华,理肤泉,顽固闭口、耐受油痘肌：理肤泉三酸精华,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:07:20,fa6bf08737f130e6b476d252ff33763e265d5e22845a680bbeed4ef7559e5379,2026-07-17T00:07:07.293Z
8354,2026-07-17 08:08:28,38435063883945474,洗面奶推荐,洗面奶推荐,https://www.doubao.com/chat/38435063883945474,,,,,,,,,,,,,1,珂润润浸保湿洁颜泡沫,珂润,干皮 / 敏感肌：珂润 润浸保湿洁颜泡沫,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:08:33,0150ece08c05340199c29b87e8ca0a8dd136ad3b2cb31ffa8cbabf82669e2985,2026-07-17T00:08:26.287Z
8354,2026-07-17 08:08:28,38435063883945474,洗面奶推荐,洗面奶推荐,https://www.doubao.com/chat/38435063883945474,,,,,,,,,,,,,2,芙丽芳丝净润洗面霜,芙丽芳丝,混油 / 健康油皮：芙丽芳丝 净润洗面霜,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:08:33,0150ece08c05340199c29b87e8ca0a8dd136ad3b2cb31ffa8cbabf82669e2985,2026-07-17T00:08:26.287Z
8354,2026-07-17 08:08:28,38435063883945474,洗面奶推荐,洗面奶推荐,https://www.doubao.com/chat/38435063883945474,,,,,,,,,,,,,3,适乐肤水杨酸洁面啫喱,适乐肤,油痘肌：适乐肤 水杨酸洁面啫喱,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:08:33,0150ece08c05340199c29b87e8ca0a8dd136ad3b2cb31ffa8cbabf82669e2985,2026-07-17T00:08:26.287Z
8356,2026-07-17 08:09:42,38434976875715074,洗面奶推荐,洗面奶推荐,https://www.doubao.com/chat/38434976875715074,,,,,,,,,,,,,1,芙丽芳丝净润洗面霜,芙丽芳丝,干皮 / 敏感肌首选：芙丽芳丝 净润洗面霜,3,appearance_order,anthropic,ai_verified,deepseek-v4-flash,2026-07-17 08:09:47,d0dade9bc2c29ddaed4e1b613c4b6e96701088dd7c8b8bbec71e04e2b897a7ac,2026-07-17T00:09:39.294Z
